"","REF_DATE","GEO","Violations","Statistics","VALUE","UOM"
"29360",2019,"Saskatchewan","Total mischief","Rate per 100,000 population",2390.41,"Rate"
"29361",2019,"Saskatchewan","Total mischief","Percentage contribution to the Crime Severity Index (CSI)",7.79,"Percent"
"29362",2019,"Saskatchewan","Total other Criminal Code violations","Actual incidents",35665,"Number"
"29363",2019,"Saskatchewan","Total other Criminal Code violations","Rate per 100,000 population",3041.85,"Rate"
"29364",2019,"Saskatchewan","Total other Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",11.15,"Percent"
"29365",2019,"Saskatchewan","Total weapons violations","Actual incidents",1777,"Number"
"29366",2019,"Saskatchewan","Total weapons violations","Rate per 100,000 population",151.56,"Rate"
"29367",2019,"Saskatchewan","Total weapons violations","Percentage contribution to the Crime Severity Index (CSI)",2.48,"Percent"
"29368",2019,"Saskatchewan","Total prostitution","Actual incidents",9,"Number"
"29369",2019,"Saskatchewan","Total prostitution","Rate per 100,000 population",0.77,"Rate"
"29370",2019,"Saskatchewan","Total prostitution","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"29371",2019,"Saskatchewan","Total administration of justice violations","Actual incidents",24851,"Number"
"29372",2019,"Saskatchewan","Total administration of justice violations","Rate per 100,000 population",2119.53,"Rate"
"29373",2019,"Saskatchewan","Total administration of justice violations","Percentage contribution to the Crime Severity Index (CSI)",5.98,"Percent"
"29374",2019,"Saskatchewan","Total other violations","Actual incidents",2149,"Number"
"29375",2019,"Saskatchewan","Total other violations","Rate per 100,000 population",183.29,"Rate"
"29376",2019,"Saskatchewan","Total other violations","Percentage contribution to the Crime Severity Index (CSI)",1.3,"Percent"
"29377",2019,"Saskatchewan","Total Criminal Code traffic violations","Actual incidents",8982,"Number"
"29378",2019,"Saskatchewan","Total Criminal Code traffic violations","Rate per 100,000 population",766.07,"Rate"
"29379",2019,"Saskatchewan","Total Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",2.95,"Percent"
"29380",2019,"Saskatchewan","Total impaired driving","Actual incidents",6338,"Number"
"29381",2019,"Saskatchewan","Total impaired driving","Rate per 100,000 population",540.56,"Rate"
"29382",2019,"Saskatchewan","Total impaired driving","Percentage contribution to the Crime Severity Index (CSI)",0.95,"Percent"
"29383",2019,"Saskatchewan","Total other Criminal Code traffic violations","Actual incidents",2644,"Number"
"29384",2019,"Saskatchewan","Total other Criminal Code traffic violations","Rate per 100,000 population",225.51,"Rate"
"29385",2019,"Saskatchewan","Total other Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",2,"Percent"
"29386",2019,"Saskatchewan","Total fail to stop or remain","Actual incidents",643,"Number"
"29387",2019,"Saskatchewan","Total fail to stop or remain","Rate per 100,000 population",54.84,"Rate"
"29388",2019,"Saskatchewan","Total fail to stop or remain","Percentage contribution to the Crime Severity Index (CSI)",0.33,"Percent"
"29389",2019,"Saskatchewan","Total Federal Statute violations","Actual incidents",3607,"Number"
"29390",2019,"Saskatchewan","Total Federal Statute violations","Rate per 100,000 population",307.64,"Rate"
"29391",2019,"Saskatchewan","Total Federal Statute violations","Percentage contribution to the Crime Severity Index (CSI)",3.93,"Percent"
"29392",2019,"Saskatchewan","Total drug violations","Actual incidents",2407,"Number"
"29393",2019,"Saskatchewan","Total drug violations","Rate per 100,000 population",205.29,"Rate"
"29394",2019,"Saskatchewan","Total drug violations","Percentage contribution to the Crime Severity Index (CSI)",3.46,"Percent"
"29395",2019,"Saskatchewan","Total, possession, other Controlled Drugs and Substances Act drugs","Actual incidents",887,"Number"
"29396",2019,"Saskatchewan","Total, possession, other Controlled Drugs and Substances Act drugs","Rate per 100,000 population",75.65,"Rate"
"29397",2019,"Saskatchewan","Total, possession, other Controlled Drugs and Substances Act drugs","Percentage contribution to the Crime Severity Index (CSI)",0.17,"Percent"
"29398",2019,"Saskatchewan","Total cannabis, trafficking, production or distribution (pre-legalization)","Actual incidents",0,"Number"
"29399",2019,"Saskatchewan","Total cannabis, trafficking, production or distribution (pre-legalization)","Rate per 100,000 population",0,"Rate"
"29400",2019,"Saskatchewan","Total cannabis, trafficking, production or distribution (pre-legalization)","Percentage contribution to the Crime Severity Index (CSI)",0,"Percent"
"29401",2019,"Saskatchewan","Total cocaine, trafficking, production or distribution","Actual incidents",549,"Number"
"29402",2019,"Saskatchewan","Total cocaine, trafficking, production or distribution","Rate per 100,000 population",46.82,"Rate"
"29403",2019,"Saskatchewan","Total cocaine, trafficking, production or distribution","Percentage contribution to the Crime Severity Index (CSI)",1.49,"Percent"
"29404",2019,"Saskatchewan","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Actual incidents",620,"Number"
"29405",2019,"Saskatchewan","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Rate per 100,000 population",52.88,"Rate"
"29406",2019,"Saskatchewan","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Percentage contribution to the Crime Severity Index (CSI)",1.69,"Percent"
"29407",2019,"Saskatchewan","Total Cannabis Act","Actual incidents",159,"Number"
"29408",2019,"Saskatchewan","Total Cannabis Act","Rate per 100,000 population",13.56,"Rate"
"29409",2019,"Saskatchewan","Total Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.08,"Percent"
"29410",2019,"Saskatchewan","Total possession - Cannabis Act","Actual incidents",51,"Number"
"29411",2019,"Saskatchewan","Total possession - Cannabis Act","Rate per 100,000 population",4.35,"Rate"
"29412",2019,"Saskatchewan","Total possession - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"29413",2019,"Saskatchewan","Total distribution - Cannabis Act","Actual incidents",38,"Number"
"29414",2019,"Saskatchewan","Total distribution - Cannabis Act","Rate per 100,000 population",3.24,"Rate"
"29415",2019,"Saskatchewan","Total distribution - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.03,"Percent"
"29416",2019,"Saskatchewan","Total sale - Cannabis Act","Actual incidents",54,"Number"
"29417",2019,"Saskatchewan","Total sale - Cannabis Act","Rate per 100,000 population",4.61,"Rate"
"29418",2019,"Saskatchewan","Total sale - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.04,"Percent"
"29419",2019,"Saskatchewan","Total importation and exportation - Cannabis Act","Actual incidents",1,"Number"
"29420",2019,"Saskatchewan","Total importation and exportation - Cannabis Act","Rate per 100,000 population",0.09,"Rate"
"29421",2019,"Saskatchewan","Total importation and exportation - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"29422",2019,"Saskatchewan","Total production - Cannabis Act","Actual incidents",7,"Number"
"29423",2019,"Saskatchewan","Total production - Cannabis Act","Rate per 100,000 population",0.6,"Rate"
"29424",2019,"Saskatchewan","Total production - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.01,"Percent"
"29425",2019,"Saskatchewan","Total other Federal Statutes","Actual incidents",380,"Number"
"29426",2019,"Saskatchewan","Total other Federal Statutes","Rate per 100,000 population",32.41,"Rate"
"29427",2019,"Saskatchewan","Total other Federal Statutes","Percentage contribution to the Crime Severity Index (CSI)",0.3,"Percent"
"29428",2019,"Saskatchewan","Total Immigration and Refugee Protection Act","Actual incidents",12,"Number"
"29429",2019,"Saskatchewan","Total Immigration and Refugee Protection Act","Rate per 100,000 population",1.02,"Rate"
"29430",2019,"Saskatchewan","Total Immigration and Refugee Protection Act","Percentage contribution to the Crime Severity Index (CSI)",0.02,"Percent"
"29431",2019,"Alberta","Total, all violations","Actual incidents",437332,"Number"
"29432",2019,"Alberta","Total, all violations","Rate per 100,000 population",10024.63,"Rate"
"29433",2019,"Alberta","Total, all violations","Percentage contribution to the Crime Severity Index (CSI)",100,"Percent"
"29434",2019,"Alberta","Total, all Criminal Code violations (including traffic)","Actual incidents",426906,"Number"
"29435",2019,"Alberta","Total, all Criminal Code violations (including traffic)","Rate per 100,000 population",9785.64,"Rate"
"29436",2019,"Alberta","Total, all Criminal Code violations (including traffic)","Percentage contribution to the Crime Severity Index (CSI)",96.22,"Percent"
"29437",2019,"Alberta","Total, all Criminal Code violations (excluding traffic)","Actual incidents",406931,"Number"
"29438",2019,"Alberta","Total, all Criminal Code violations (excluding traffic)","Rate per 100,000 population",9327.77,"Rate"
"29439",2019,"Alberta","Total, all Criminal Code violations (excluding traffic)","Percentage contribution to the Crime Severity Index (CSI)",94,"Percent"
"29440",2019,"Alberta","Total violent Criminal Code violations","Actual incidents",63706,"Number"
"29441",2019,"Alberta","Total violent Criminal Code violations","Rate per 100,000 population",1460.28,"Rate"
"29442",2019,"Alberta","Total violent Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",23.86,"Percent"
"29443",2019,"Alberta","Total other violations causing death","Actual incidents",2,"Number"
"29444",2019,"Alberta","Total other violations causing death","Rate per 100,000 population",0.05,"Rate"
"29445",2019,"Alberta","Total other violations causing death","Percentage contribution to the Crime Severity Index (CSI)",0.01,"Percent"
"29446",2019,"Alberta","Total sexual violations against children","Actual incidents",1396,"Number"
"29447",2019,"Alberta","Total sexual violations against children","Rate per 100,000 population",32,"Rate"
"29448",2019,"Alberta","Total sexual violations against children","Percentage contribution to the Crime Severity Index (CSI)",1.52,"Percent"
"29449",2019,"Alberta","Total assaults against a peace officer","Actual incidents",1555,"Number"
"29450",2019,"Alberta","Total assaults against a peace officer","Rate per 100,000 population",35.64,"Rate"
"29451",2019,"Alberta","Total assaults against a peace officer","Percentage contribution to the Crime Severity Index (CSI)",0.28,"Percent"
"29452",2019,"Alberta","Total other assaults","Actual incidents",249,"Number"
"29453",2019,"Alberta","Total other assaults","Rate per 100,000 population",5.71,"Rate"
"29454",2019,"Alberta","Total other assaults","Percentage contribution to the Crime Severity Index (CSI)",0.09,"Percent"
"29455",2019,"Alberta","Total firearms, use of, discharge, pointing","Actual incidents",567,"Number"
"29456",2019,"Alberta","Total firearms, use of, discharge, pointing","Rate per 100,000 population",13,"Rate"
"29457",2019,"Alberta","Total firearms, use of, discharge, pointing","Percentage contribution to the Crime Severity Index (CSI)",0.96,"Percent"
"29458",2019,"Alberta","Total robbery","Actual incidents",3651,"Number"
"29459",2019,"Alberta","Total robbery","Rate per 100,000 population",83.69,"Rate"
"29460",2019,"Alberta","Total robbery","Percentage contribution to the Crime Severity Index (CSI)",5.38,"Percent"
"29461",2019,"Alberta","Total forcible confinement or kidnapping","Actual incidents",534,"Number"
"29462",2019,"Alberta","Total forcible confinement or kidnapping","Rate per 100,000 population",12.24,"Rate"
"29463",2019,"Alberta","Total forcible confinement or kidnapping","Percentage contribution to the Crime Severity Index (CSI)",0.75,"Percent"
"29464",2019,"Alberta","Total abduction","Actual incidents",69,"Number"
"29465",2019,"Alberta","Total abduction","Rate per 100,000 population",1.58,"Rate"
"29466",2019,"Alberta","Total abduction","Percentage contribution to the Crime Severity Index (CSI)",0.03,"Percent"
"29467",2019,"Alberta","Total offences in relation to sexual services","Actual incidents",208,"Number"
"29468",2019,"Alberta","Total offences in relation to sexual services","Rate per 100,000 population",4.77,"Rate"
"29469",2019,"Alberta","Total offences in relation to sexual services","Percentage contribution to the Crime Severity Index (CSI)",0.06,"Percent"
"29470",2019,"Alberta","Total other violent violations","Actual incidents",683,"Number"
"29471",2019,"Alberta","Total other violent violations","Rate per 100,000 population",15.66,"Rate"
"29472",2019,"Alberta","Total other violent violations","Percentage contribution to the Crime Severity Index (CSI)",0.58,"Percent"
"29473",2019,"Alberta","Total property crime violations","Actual incidents",256743,"Number"
"29474",2019,"Alberta","Total property crime violations","Rate per 100,000 population",5885.12,"Rate"
"29475",2019,"Alberta","Total property crime violations","Percentage contribution to the Crime Severity Index (CSI)",61.51,"Percent"
"29476",2019,"Alberta","Total breaking and entering","Actual incidents",33165,"Number"
"29477",2019,"Alberta","Total breaking and entering","Rate per 100,000 population",760.22,"Rate"
"29478",2019,"Alberta","Total breaking and entering","Percentage contribution to the Crime Severity Index (CSI)",22.14,"Percent"
"29479",2019,"Alberta","Total possession of stolen property","Actual incidents",9352,"Number"
"29480",2019,"Alberta","Total possession of stolen property","Rate per 100,000 population",214.37,"Rate"
"29481",2019,"Alberta","Total possession of stolen property","Percentage contribution to the Crime Severity Index (CSI)",3.54,"Percent"
"29482",2019,"Alberta","Total trafficking in stolen property","Actual incidents",631,"Number"
"29483",2019,"Alberta","Total trafficking in stolen property","Rate per 100,000 population",14.46,"Rate"
"29484",2019,"Alberta","Total trafficking in stolen property","Percentage contribution to the Crime Severity Index (CSI)",0.32,"Percent"
"29485",2019,"Alberta","Total theft of motor vehicle","Actual incidents",23558,"Number"
"29486",2019,"Alberta","Total theft of motor vehicle","Rate per 100,000 population",540,"Rate"
"29487",2019,"Alberta","Total theft of motor vehicle","Percentage contribution to the Crime Severity Index (CSI)",5.29,"Percent"
"29488",2019,"Alberta","Total theft over $5,000 (non-motor vehicle)","Actual incidents",4566,"Number"
"29489",2019,"Alberta","Total theft over $5,000 (non-motor vehicle)","Rate per 100,000 population",104.66,"Rate"
"29490",2019,"Alberta","Total theft over $5,000 (non-motor vehicle)","Percentage contribution to the Crime Severity Index (CSI)",2.08,"Percent"
"29491",2019,"Alberta","Total theft under $5,000 (non-motor vehicle)","Actual incidents",104151,"Number"
"29492",2019,"Alberta","Total theft under $5,000 (non-motor vehicle)","Rate per 100,000 population",2387.37,"Rate"
"29493",2019,"Alberta","Total theft under $5,000 (non-motor vehicle)","Percentage contribution to the Crime Severity Index (CSI)",12.28,"Percent"
"29494",2019,"Alberta","Total mischief","Actual incidents",53059,"Number"
"29495",2019,"Alberta","Total mischief","Rate per 100,000 population",1216.23,"Rate"
"29496",2019,"Alberta","Total mischief","Percentage contribution to the Crime Severity Index (CSI)",4.94,"Percent"
"29497",2019,"Alberta","Total other Criminal Code violations","Actual incidents",86482,"Number"
"29498",2019,"Alberta","Total other Criminal Code violations","Rate per 100,000 population",1982.36,"Rate"
"29499",2019,"Alberta","Total other Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",8.63,"Percent"
"29500",2019,"Alberta","Total weapons violations","Actual incidents",3325,"Number"
"29501",2019,"Alberta","Total weapons violations","Rate per 100,000 population",76.22,"Rate"
"29502",2019,"Alberta","Total weapons violations","Percentage contribution to the Crime Severity Index (CSI)",1.54,"Percent"
"29503",2019,"Alberta","Total prostitution","Actual incidents",10,"Number"
"29504",2019,"Alberta","Total prostitution","Rate per 100,000 population",0.23,"Rate"
"29505",2019,"Alberta","Total prostitution","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"29506",2019,"Alberta","Total administration of justice violations","Actual incidents",59178,"Number"
"29507",2019,"Alberta","Total administration of justice violations","Rate per 100,000 population",1356.49,"Rate"
"29508",2019,"Alberta","Total administration of justice violations","Percentage contribution to the Crime Severity Index (CSI)",4.68,"Percent"
"29509",2019,"Alberta","Total other violations","Actual incidents",5219,"Number"
"29510",2019,"Alberta","Total other violations","Rate per 100,000 population",119.63,"Rate"
"29511",2019,"Alberta","Total other violations","Percentage contribution to the Crime Severity Index (CSI)",1.07,"Percent"
"29512",2019,"Alberta","Total Criminal Code traffic violations","Actual incidents",19975,"Number"
"29513",2019,"Alberta","Total Criminal Code traffic violations","Rate per 100,000 population",457.87,"Rate"
"29514",2019,"Alberta","Total Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",2.22,"Percent"
"29515",2019,"Alberta","Total impaired driving","Actual incidents",14269,"Number"
"29516",2019,"Alberta","Total impaired driving","Rate per 100,000 population",327.08,"Rate"
"29517",2019,"Alberta","Total impaired driving","Percentage contribution to the Crime Severity Index (CSI)",0.68,"Percent"
"29518",2019,"Alberta","Total other Criminal Code traffic violations","Actual incidents",5706,"Number"
"29519",2019,"Alberta","Total other Criminal Code traffic violations","Rate per 100,000 population",130.79,"Rate"
"29520",2019,"Alberta","Total other Criminal Code traffic violations","Percentage contribution to the Crime Severity Index (CSI)",1.54,"Percent"
"29521",2019,"Alberta","Total fail to stop or remain","Actual incidents",345,"Number"
"29522",2019,"Alberta","Total fail to stop or remain","Rate per 100,000 population",7.91,"Rate"
"29523",2019,"Alberta","Total fail to stop or remain","Percentage contribution to the Crime Severity Index (CSI)",0.07,"Percent"
"29524",2019,"Alberta","Total Federal Statute violations","Actual incidents",10426,"Number"
"29525",2019,"Alberta","Total Federal Statute violations","Rate per 100,000 population",238.99,"Rate"
"29526",2019,"Alberta","Total Federal Statute violations","Percentage contribution to the Crime Severity Index (CSI)",3.78,"Percent"
"29527",2019,"Alberta","Total drug violations","Actual incidents",8556,"Number"
"29528",2019,"Alberta","Total drug violations","Rate per 100,000 population",196.12,"Rate"
"29529",2019,"Alberta","Total drug violations","Percentage contribution to the Crime Severity Index (CSI)",3.33,"Percent"
"29530",2019,"Alberta","Total, possession, other Controlled Drugs and Substances Act drugs","Actual incidents",4185,"Number"
"29531",2019,"Alberta","Total, possession, other Controlled Drugs and Substances Act drugs","Rate per 100,000 population",95.93,"Rate"
"29532",2019,"Alberta","Total, possession, other Controlled Drugs and Substances Act drugs","Percentage contribution to the Crime Severity Index (CSI)",0.27,"Percent"
"29533",2019,"Alberta","Total cannabis, trafficking, production or distribution (pre-legalization)","Actual incidents",1,"Number"
"29534",2019,"Alberta","Total cannabis, trafficking, production or distribution (pre-legalization)","Rate per 100,000 population",0.02,"Rate"
"29535",2019,"Alberta","Total cannabis, trafficking, production or distribution (pre-legalization)","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"29536",2019,"Alberta","Total cocaine, trafficking, production or distribution","Actual incidents",1294,"Number"
"29537",2019,"Alberta","Total cocaine, trafficking, production or distribution","Rate per 100,000 population",29.66,"Rate"
"29538",2019,"Alberta","Total cocaine, trafficking, production or distribution","Percentage contribution to the Crime Severity Index (CSI)",1.18,"Percent"
"29539",2019,"Alberta","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Actual incidents",2033,"Number"
"29540",2019,"Alberta","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Rate per 100,000 population",46.6,"Rate"
"29541",2019,"Alberta","Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution","Percentage contribution to the Crime Severity Index (CSI)",1.78,"Percent"
"29542",2019,"Alberta","Total Cannabis Act","Actual incidents",352,"Number"
"29543",2019,"Alberta","Total Cannabis Act","Rate per 100,000 population",8.07,"Rate"
"29544",2019,"Alberta","Total Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.06,"Percent"
"29545",2019,"Alberta","Total possession - Cannabis Act","Actual incidents",96,"Number"
"29546",2019,"Alberta","Total possession - Cannabis Act","Rate per 100,000 population",2.2,"Rate"
"29547",2019,"Alberta","Total possession - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"29548",2019,"Alberta","Total distribution - Cannabis Act","Actual incidents",93,"Number"
"29549",2019,"Alberta","Total distribution - Cannabis Act","Rate per 100,000 population",2.13,"Rate"
"29550",2019,"Alberta","Total distribution - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.02,"Percent"
"29551",2019,"Alberta","Total sale - Cannabis Act","Actual incidents",102,"Number"
"29552",2019,"Alberta","Total sale - Cannabis Act","Rate per 100,000 population",2.34,"Rate"
"29553",2019,"Alberta","Total sale - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.02,"Percent"
"29554",2019,"Alberta","Total importation and exportation - Cannabis Act","Actual incidents",9,"Number"
"29555",2019,"Alberta","Total importation and exportation - Cannabis Act","Rate per 100,000 population",0.21,"Rate"
"29556",2019,"Alberta","Total importation and exportation - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
"29557",2019,"Alberta","Total production - Cannabis Act","Actual incidents",36,"Number"
"29558",2019,"Alberta","Total production - Cannabis Act","Rate per 100,000 population",0.83,"Rate"
"29559",2019,"Alberta","Total production - Cannabis Act","Percentage contribution to the Crime Severity Index (CSI)",0.01,"Percent"
"29560",2019,"Alberta","Total other Federal Statutes","Actual incidents",1669,"Number"
"29561",2019,"Alberta","Total other Federal Statutes","Rate per 100,000 population",38.26,"Rate"
"29562",2019,"Alberta","Total other Federal Statutes","Percentage contribution to the Crime Severity Index (CSI)",0.44,"Percent"
"29563",2019,"Alberta","Total Immigration and Refugee Protection Act","Actual incidents",31,"Number"
"29564",2019,"Alberta","Total Immigration and Refugee Protection Act","Rate per 100,000 population",0.71,"Rate"
"29565",2019,"Alberta","Total Immigration and Refugee Protection Act","Percentage contribution to the Crime Severity Index (CSI)",0.02,"Percent"
"29566",2019,"British Columbia","Total, all violations","Actual incidents",487404,"Number"
"29567",2019,"British Columbia","Total, all violations","Rate per 100,000 population",9566.7,"Rate"
"29568",2019,"British Columbia","Total, all violations","Percentage contribution to the Crime Severity Index (CSI)",100,"Percent"
"29569",2019,"British Columbia","Total, all Criminal Code violations (including traffic)","Actual incidents",462684,"Number"
"29570",2019,"British Columbia","Total, all Criminal Code violations (including traffic)","Rate per 100,000 population",9081.5,"Rate"
"29571",2019,"British Columbia","Total, all Criminal Code violations (including traffic)","Percentage contribution to the Crime Severity Index (CSI)",93.19,"Percent"
"29572",2019,"British Columbia","Total, all Criminal Code violations (excluding traffic)","Actual incidents",439763,"Number"
"29573",2019,"British Columbia","Total, all Criminal Code violations (excluding traffic)","Rate per 100,000 population",8631.61,"Rate"
"29574",2019,"British Columbia","Total, all Criminal Code violations (excluding traffic)","Percentage contribution to the Crime Severity Index (CSI)",91.23,"Percent"
"29575",2019,"British Columbia","Total violent Criminal Code violations","Actual incidents",79813,"Number"
"29576",2019,"British Columbia","Total violent Criminal Code violations","Rate per 100,000 population",1566.56,"Rate"
"29577",2019,"British Columbia","Total violent Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",23.31,"Percent"
"29578",2019,"British Columbia","Total other violations causing death","Actual incidents",24,"Number"
"29579",2019,"British Columbia","Total other violations causing death","Rate per 100,000 population",0.47,"Rate"
"29580",2019,"British Columbia","Total other violations causing death","Percentage contribution to the Crime Severity Index (CSI)",0.06,"Percent"
"29581",2019,"British Columbia","Total sexual violations against children","Actual incidents",1473,"Number"
"29582",2019,"British Columbia","Total sexual violations against children","Rate per 100,000 population",28.91,"Rate"
"29583",2019,"British Columbia","Total sexual violations against children","Percentage contribution to the Crime Severity Index (CSI)",1.62,"Percent"
"29584",2019,"British Columbia","Total assaults against a peace officer","Actual incidents",1560,"Number"
"29585",2019,"British Columbia","Total assaults against a peace officer","Rate per 100,000 population",30.62,"Rate"
"29586",2019,"British Columbia","Total assaults against a peace officer","Percentage contribution to the Crime Severity Index (CSI)",0.25,"Percent"
"29587",2019,"British Columbia","Total other assaults","Actual incidents",311,"Number"
"29588",2019,"British Columbia","Total other assaults","Rate per 100,000 population",6.1,"Rate"
"29589",2019,"British Columbia","Total other assaults","Percentage contribution to the Crime Severity Index (CSI)",0.11,"Percent"
"29590",2019,"British Columbia","Total firearms, use of, discharge, pointing","Actual incidents",369,"Number"
"29591",2019,"British Columbia","Total firearms, use of, discharge, pointing","Rate per 100,000 population",7.24,"Rate"
"29592",2019,"British Columbia","Total firearms, use of, discharge, pointing","Percentage contribution to the Crime Severity Index (CSI)",0.5,"Percent"
"29593",2019,"British Columbia","Total robbery","Actual incidents",2866,"Number"
"29594",2019,"British Columbia","Total robbery","Rate per 100,000 population",56.25,"Rate"
"29595",2019,"British Columbia","Total robbery","Percentage contribution to the Crime Severity Index (CSI)",4.16,"Percent"
"29596",2019,"British Columbia","Total forcible confinement or kidnapping","Actual incidents",392,"Number"
"29597",2019,"British Columbia","Total forcible confinement or kidnapping","Rate per 100,000 population",7.69,"Rate"
"29598",2019,"British Columbia","Total forcible confinement or kidnapping","Percentage contribution to the Crime Severity Index (CSI)",0.52,"Percent"
"29599",2019,"British Columbia","Total abduction","Actual incidents",65,"Number"
"29600",2019,"British Columbia","Total abduction","Rate per 100,000 population",1.28,"Rate"
"29601",2019,"British Columbia","Total abduction","Percentage contribution to the Crime Severity Index (CSI)",0.03,"Percent"
"29602",2019,"British Columbia","Total offences in relation to sexual services","Actual incidents",152,"Number"
"29603",2019,"British Columbia","Total offences in relation to sexual services","Rate per 100,000 population",2.98,"Rate"
"29604",2019,"British Columbia","Total offences in relation to sexual services","Percentage contribution to the Crime Severity Index (CSI)",0.15,"Percent"
"29605",2019,"British Columbia","Total other violent violations","Actual incidents",772,"Number"
"29606",2019,"British Columbia","Total other violent violations","Rate per 100,000 population",15.15,"Rate"
"29607",2019,"British Columbia","Total other violent violations","Percentage contribution to the Crime Severity Index (CSI)",0.64,"Percent"
"29608",2019,"British Columbia","Total property crime violations","Actual incidents",269669,"Number"
"29609",2019,"British Columbia","Total property crime violations","Rate per 100,000 population",5293.03,"Rate"
"29610",2019,"British Columbia","Total property crime violations","Percentage contribution to the Crime Severity Index (CSI)",57.19,"Percent"
"29611",2019,"British Columbia","Total breaking and entering","Actual incidents",28791,"Number"
"29612",2019,"British Columbia","Total breaking and entering","Rate per 100,000 population",565.11,"Rate"
"29613",2019,"British Columbia","Total breaking and entering","Percentage contribution to the Crime Severity Index (CSI)",18.96,"Percent"
"29614",2019,"British Columbia","Total possession of stolen property","Actual incidents",5275,"Number"
"29615",2019,"British Columbia","Total possession of stolen property","Rate per 100,000 population",103.54,"Rate"
"29616",2019,"British Columbia","Total possession of stolen property","Percentage contribution to the Crime Severity Index (CSI)",1.48,"Percent"
"29617",2019,"British Columbia","Total trafficking in stolen property","Actual incidents",43,"Number"
"29618",2019,"British Columbia","Total trafficking in stolen property","Rate per 100,000 population",0.84,"Rate"
"29619",2019,"British Columbia","Total trafficking in stolen property","Percentage contribution to the Crime Severity Index (CSI)",0.02,"Percent"
"29620",2019,"British Columbia","Total theft of motor vehicle","Actual incidents",13356,"Number"
"29621",2019,"British Columbia","Total theft of motor vehicle","Rate per 100,000 population",262.15,"Rate"
"29622",2019,"British Columbia","Total theft of motor vehicle","Percentage contribution to the Crime Severity Index (CSI)",2.96,"Percent"
"29623",2019,"British Columbia","Total theft over $5,000 (non-motor vehicle)","Actual incidents",5346,"Number"
"29624",2019,"British Columbia","Total theft over $5,000 (non-motor vehicle)","Rate per 100,000 population",104.93,"Rate"
"29625",2019,"British Columbia","Total theft over $5,000 (non-motor vehicle)","Percentage contribution to the Crime Severity Index (CSI)",2.41,"Percent"
"29626",2019,"British Columbia","Total theft under $5,000 (non-motor vehicle)","Actual incidents",133276,"Number"
"29627",2019,"British Columbia","Total theft under $5,000 (non-motor vehicle)","Rate per 100,000 population",2615.92,"Rate"
"29628",2019,"British Columbia","Total theft under $5,000 (non-motor vehicle)","Percentage contribution to the Crime Severity Index (CSI)",15.5,"Percent"
"29629",2019,"British Columbia","Total mischief","Actual incidents",54843,"Number"
"29630",2019,"British Columbia","Total mischief","Rate per 100,000 population",1076.45,"Rate"
"29631",2019,"British Columbia","Total mischief","Percentage contribution to the Crime Severity Index (CSI)",5.04,"Percent"
"29632",2019,"British Columbia","Total other Criminal Code violations","Actual incidents",90281,"Number"
"29633",2019,"British Columbia","Total other Criminal Code violations","Rate per 100,000 population",1772.02,"Rate"
"29634",2019,"British Columbia","Total other Criminal Code violations","Percentage contribution to the Crime Severity Index (CSI)",10.72,"Percent"
"29635",2019,"British Columbia","Total weapons violations","Actual incidents",4366,"Number"
"29636",2019,"British Columbia","Total weapons violations","Rate per 100,000 population",85.7,"Rate"
"29637",2019,"British Columbia","Total weapons violations","Percentage contribution to the Crime Severity Index (CSI)",1.86,"Percent"
"29638",2019,"British Columbia","Total prostitution","Actual incidents",41,"Number"
"29639",2019,"British Columbia","Total prostitution","Rate per 100,000 population",0.8,"Rate"
"29640",2019,"British Columbia","Total prostitution","Percentage contribution to the Crime Severity Index (CSI)",NA,"Percent"
