"","REF_DATE","GEO","Income source","Statistics","UOM","SCALAR_FACTOR","VALUE"
"16997",2020,"Ontario","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",6412.5
"16998",2020,"Ontario","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",5558.33333333333
"16999",2020,"Ontario","Employment Insurance (EI) benefits","Number of persons","Number","thousands",2506.04166666667
"17000",2020,"Ontario","Employment Insurance (EI) benefits","Number with income","Number","thousands",263.333333333333
"17001",2020,"Ontario","Employment income","Aggregate income","2021 constant dollars","millions",96307.7916666667
"17002",2020,"Ontario","Employment income","Average income (excluding zeros)","2021 constant dollars","units",48500
"17003",2020,"Ontario","Employment income","Median income (excluding zeros)","2021 constant dollars","units",38158.3333333333
"17004",2020,"Ontario","Employment income","Number of persons","Number","thousands",2506.04166666667
"17005",2020,"Ontario","Employment income","Number with income","Number","thousands",1823.45833333333
"17006",2020,"Ontario","Government transfers","Aggregate income","2021 constant dollars","millions",23791.4583333333
"17007",2020,"Ontario","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",10050
"17008",2020,"Ontario","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",7450
"17009",2020,"Ontario","Government transfers","Number of persons","Number","thousands",2506.04166666667
"17010",2020,"Ontario","Government transfers","Number with income","Number","thousands",2280.5
"17011",2020,"Ontario","Investment income","Aggregate income","2021 constant dollars","millions",8780.38095238095
"17012",2020,"Ontario","Investment income","Average income (excluding zeros)","2021 constant dollars","units",10071.4285714286
"17013",2020,"Ontario","Investment income","Median income (excluding zeros)","2021 constant dollars","units",812.5
"17014",2020,"Ontario","Investment income","Number of persons","Number","thousands",2506.04166666667
"17015",2020,"Ontario","Investment income","Number with income","Number","thousands",757.75
"17016",2020,"Ontario","Market income","Aggregate income","2021 constant dollars","millions",115326.125
"17017",2020,"Ontario","Market income","Average income (excluding zeros)","2021 constant dollars","units",51591.6666666667
"17018",2020,"Ontario","Market income","Median income (excluding zeros)","2021 constant dollars","units",40504.1666666667
"17019",2020,"Ontario","Market income","Number of persons","Number","thousands",2506.04166666667
"17020",2020,"Ontario","Market income","Number with income","Number","thousands",2178.45833333333
"17021",2020,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",10709.9444444444
"17022",2020,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",8555.55555555555
"17023",2020,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",7266.66666666667
"17024",2020,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",2506.04166666667
"17025",2020,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",1171.22222222222
"17026",2020,"Ontario","Other government transfers","Aggregate income","2021 constant dollars","millions",2573.79166666667
"17027",2020,"Ontario","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1400
"17028",2020,"Ontario","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",850
"17029",2020,"Ontario","Other government transfers","Number of persons","Number","thousands",2506.04166666667
"17030",2020,"Ontario","Other government transfers","Number with income","Number","thousands",1863.125
"17031",2020,"Ontario","Other income","Aggregate income","2021 constant dollars","millions",2614.04166666667
"17032",2020,"Ontario","Other income","Average income (excluding zeros)","2021 constant dollars","units",7000
"17033",2020,"Ontario","Other income","Median income (excluding zeros)","2021 constant dollars","units",1903.09523809524
"17034",2020,"Ontario","Other income","Number of persons","Number","thousands",2506.04166666667
"17035",2020,"Ontario","Other income","Number with income","Number","thousands",368.583333333333
"17036",2020,"Ontario","Retirement income","Aggregate income","2021 constant dollars","millions",16956.3888888889
"17037",2020,"Ontario","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",28965
"17038",2020,"Ontario","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",23958.3333333333
"17039",2020,"Ontario","Retirement income","Number of persons","Number","thousands",2506.04166666667
"17040",2020,"Ontario","Retirement income","Number with income","Number","thousands",627.994444444444
"17041",2020,"Ontario","Self-employment income","Aggregate income","2021 constant dollars","millions",5573.42261904762
"17042",2020,"Ontario","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",16487.5
"17043",2020,"Ontario","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",4933.61111111111
"17044",2020,"Ontario","Self-employment income","Number of persons","Number","thousands",2506.04166666667
"17045",2020,"Ontario","Self-employment income","Number with income","Number","thousands",301.625
"17046",2020,"Ontario","Social assistance","Aggregate income","2021 constant dollars","millions",1578.375
"17047",2020,"Ontario","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",9266.66666666667
"17048",2020,"Ontario","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",9470.83333333333
"17049",2020,"Ontario","Social assistance","Number of persons","Number","thousands",2506.04166666667
"17050",2020,"Ontario","Social assistance","Number with income","Number","thousands",168.958333333333
"17051",2020,"Ontario","Total income","Aggregate income","2021 constant dollars","millions",139117.5
"17052",2020,"Ontario","Total income","Average income (excluding zeros)","2021 constant dollars","units",55320.8333333333
"17053",2020,"Ontario","Total income","Median income (excluding zeros)","2021 constant dollars","units",44416.6666666667
"17054",2020,"Ontario","Total income","Number of persons","Number","thousands",2506.04166666667
"17055",2020,"Ontario","Total income","Number with income","Number","thousands",2472.83333333333
"17056",2020,"Ontario","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",90802.625
"17057",2020,"Ontario","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",50754.1666666667
"17058",2020,"Ontario","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",40629.1666666667
"17059",2020,"Ontario","Wages, salaries and commissions","Number of persons","Number","thousands",2506.04166666667
"17060",2020,"Ontario","Wages, salaries and commissions","Number with income","Number","thousands",1650.45833333333
"17061",2020,"Prince Edward Island","COVID-19 benefits","Aggregate income","2021 constant dollars","millions",63.125
"17062",2020,"Prince Edward Island","COVID-19 benefits","Average income (excluding zeros)","2021 constant dollars","units",7104.16666666667
"17063",2020,"Prince Edward Island","COVID-19 benefits","Median income (excluding zeros)","2021 constant dollars","units",6569.64285714286
"17064",2020,"Prince Edward Island","COVID-19 benefits","Number of persons","Number","thousands",26.7916666666667
"17065",2020,"Prince Edward Island","COVID-19 benefits","Number with income","Number","thousands",8.79166666666667
"17066",2020,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",114.388888888889
"17067",2020,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",7736.11111111111
"17068",2020,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",7752.77777777778
"17069",2020,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",26.7916666666667
"17070",2020,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",14.9444444444444
"17071",2020,"Prince Edward Island","Child benefits","Aggregate income","2021 constant dollars","millions",63.8
"17072",2020,"Prince Edward Island","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",6770
"17073",2020,"Prince Edward Island","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",5370
"17074",2020,"Prince Edward Island","Child benefits","Number of persons","Number","thousands",26.7916666666667
"17075",2020,"Prince Edward Island","Child benefits","Number with income","Number","thousands",9.3
"17076",2020,"Prince Edward Island","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",63.3511904761905
"17077",2020,"Prince Edward Island","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",9404.7619047619
"17078",2020,"Prince Edward Island","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",7974.40476190476
"17079",2020,"Prince Edward Island","Employment Insurance (EI) benefits","Number of persons","Number","thousands",26.7916666666667
"17080",2020,"Prince Edward Island","Employment Insurance (EI) benefits","Number with income","Number","thousands",6.75595238095238
"17081",2020,"Prince Edward Island","Employment income","Aggregate income","2021 constant dollars","millions",843.125
"17082",2020,"Prince Edward Island","Employment income","Average income (excluding zeros)","2021 constant dollars","units",39137.5
"17083",2020,"Prince Edward Island","Employment income","Median income (excluding zeros)","2021 constant dollars","units",32541.6666666667
"17084",2020,"Prince Edward Island","Employment income","Number of persons","Number","thousands",26.7916666666667
"17085",2020,"Prince Edward Island","Employment income","Number with income","Number","thousands",20.3333333333333
"17086",2020,"Prince Edward Island","Government transfers","Aggregate income","2021 constant dollars","millions",275.958333333333
"17087",2020,"Prince Edward Island","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",12104.1666666667
"17088",2020,"Prince Edward Island","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",10687.5
"17089",2020,"Prince Edward Island","Government transfers","Number of persons","Number","thousands",26.7916666666667
"17090",2020,"Prince Edward Island","Government transfers","Number with income","Number","thousands",21.625
"17091",2020,"Prince Edward Island","Investment income","Aggregate income","2021 constant dollars","millions",52.7222222222222
"17092",2020,"Prince Edward Island","Investment income","Average income (excluding zeros)","2021 constant dollars","units",5478.88888888889
"17093",2020,"Prince Edward Island","Investment income","Median income (excluding zeros)","2021 constant dollars","units",677.777777777778
"17094",2020,"Prince Edward Island","Investment income","Number of persons","Number","thousands",26.7916666666667
"17095",2020,"Prince Edward Island","Investment income","Number with income","Number","thousands",6.8015873015873
"17096",2020,"Prince Edward Island","Market income","Aggregate income","2021 constant dollars","millions",991.625
"17097",2020,"Prince Edward Island","Market income","Average income (excluding zeros)","2021 constant dollars","units",41208.3333333333
"17098",2020,"Prince Edward Island","Market income","Median income (excluding zeros)","2021 constant dollars","units",34262.5
"17099",2020,"Prince Edward Island","Market income","Number of persons","Number","thousands",26.7916666666667
"17100",2020,"Prince Edward Island","Market income","Number with income","Number","thousands",23.875
"17101",2020,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",185
"17102",2020,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",9183.33333333333
"17103",2020,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",7900
"17104",2020,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",26.7916666666667
"17105",2020,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",20.1666666666667
"17106",2020,"Prince Edward Island","Other government transfers","Aggregate income","2021 constant dollars","millions",14.7916666666667
"17107",2020,"Prince Edward Island","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1279.16666666667
"17108",2020,"Prince Edward Island","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",975
"17109",2020,"Prince Edward Island","Other government transfers","Number of persons","Number","thousands",26.7916666666667
"17110",2020,"Prince Edward Island","Other government transfers","Number with income","Number","thousands",11.9166666666667
"17111",2020,"Prince Edward Island","Other income","Aggregate income","2021 constant dollars","millions",24.7777777777778
"17112",2020,"Prince Edward Island","Other income","Average income (excluding zeros)","2021 constant dollars","units",5972.81746031746
"17113",2020,"Prince Edward Island","Other income","Median income (excluding zeros)","2021 constant dollars","units",2650
"17114",2020,"Prince Edward Island","Other income","Number of persons","Number","thousands",26.7916666666667
"17115",2020,"Prince Edward Island","Other income","Number with income","Number","thousands",4.15674603174603
"17116",2020,"Prince Edward Island","Retirement income","Aggregate income","2021 constant dollars","millions",237.555555555556
"17117",2020,"Prince Edward Island","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",25122.2222222222
"17118",2020,"Prince Edward Island","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",21188.8888888889
"17119",2020,"Prince Edward Island","Retirement income","Number of persons","Number","thousands",26.7916666666667
"17120",2020,"Prince Edward Island","Retirement income","Number with income","Number","thousands",10.2222222222222
"17121",2020,"Prince Edward Island","Self-employment income","Aggregate income","2021 constant dollars","millions",92.5166666666667
"17122",2020,"Prince Edward Island","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",20477.7777777778
"17123",2020,"Prince Edward Island","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",8833.33333333333
"17124",2020,"Prince Edward Island","Self-employment income","Number of persons","Number","thousands",26.7916666666667
"17125",2020,"Prince Edward Island","Self-employment income","Number with income","Number","thousands",3.63888888888889
"17126",2020,"Prince Edward Island","Social assistance","Aggregate income","2021 constant dollars","millions",24.6111111111111
"17127",2020,"Prince Edward Island","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",8038.88888888889
"17128",2020,"Prince Edward Island","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",6083.33333333333
"17129",2020,"Prince Edward Island","Social assistance","Number of persons","Number","thousands",26.7916666666667
"17130",2020,"Prince Edward Island","Social assistance","Number with income","Number","thousands",2.88888888888889
"17131",2020,"Prince Edward Island","Total income","Aggregate income","2021 constant dollars","millions",1267.66666666667
"17132",2020,"Prince Edward Island","Total income","Average income (excluding zeros)","2021 constant dollars","units",47558.3333333333
"17133",2020,"Prince Edward Island","Total income","Median income (excluding zeros)","2021 constant dollars","units",41358.3333333333
"17134",2020,"Prince Edward Island","Total income","Number of persons","Number","thousands",26.7916666666667
"17135",2020,"Prince Edward Island","Total income","Number with income","Number","thousands",26.5416666666667
"17136",2020,"Prince Edward Island","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",786.5
"17137",2020,"Prince Edward Island","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",40179.1666666667
"17138",2020,"Prince Edward Island","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",33704.1666666667
"17139",2020,"Prince Edward Island","Wages, salaries and commissions","Number of persons","Number","thousands",26.7916666666667
"17140",2020,"Prince Edward Island","Wages, salaries and commissions","Number with income","Number","thousands",18.625
"17141",2020,"Quebec","COVID-19 benefits","Aggregate income","2021 constant dollars","millions",3653.95833333333
"17142",2020,"Quebec","COVID-19 benefits","Average income (excluding zeros)","2021 constant dollars","units",7462.5
"17143",2020,"Quebec","COVID-19 benefits","Median income (excluding zeros)","2021 constant dollars","units",6491.66666666667
"17144",2020,"Quebec","COVID-19 benefits","Number of persons","Number","thousands",1435.125
"17145",2020,"Quebec","COVID-19 benefits","Number with income","Number","thousands",489.125
"17146",2020,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",4714.66666666667
"17147",2020,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",7793.33333333333
"17148",2020,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",8088.88888888889
"17149",2020,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",1435.125
"17150",2020,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",613.977777777778
"17151",2020,"Quebec","Child benefits","Aggregate income","2021 constant dollars","millions",2900.77777777778
"17152",2020,"Quebec","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",10191.6666666667
"17153",2020,"Quebec","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",8616.66666666667
"17154",2020,"Quebec","Child benefits","Number of persons","Number","thousands",1435.125
"17155",2020,"Quebec","Child benefits","Number with income","Number","thousands",281.861111111111
"17156",2020,"Quebec","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",1419.25
"17157",2020,"Quebec","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",6841.66666666667
"17158",2020,"Quebec","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",5616.66666666667
"17159",2020,"Quebec","Employment Insurance (EI) benefits","Number of persons","Number","thousands",1435.125
"17160",2020,"Quebec","Employment Insurance (EI) benefits","Number with income","Number","thousands",196.333333333333
"17161",2020,"Quebec","Employment income","Aggregate income","2021 constant dollars","millions",50722.375
"17162",2020,"Quebec","Employment income","Average income (excluding zeros)","2021 constant dollars","units",43541.6666666667
"17163",2020,"Quebec","Employment income","Median income (excluding zeros)","2021 constant dollars","units",35258.3333333333
"17164",2020,"Quebec","Employment income","Number of persons","Number","thousands",1435.125
"17165",2020,"Quebec","Employment income","Number with income","Number","thousands",1056.58333333333
"17166",2020,"Quebec","Government transfers","Aggregate income","2021 constant dollars","millions",14455.5416666667
"17167",2020,"Quebec","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",11912.5
"17168",2020,"Quebec","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",10058.3333333333
"17169",2020,"Quebec","Government transfers","Number of persons","Number","thousands",1435.125
"17170",2020,"Quebec","Government transfers","Number with income","Number","thousands",1129.91666666667
"17171",2020,"Quebec","Investment income","Aggregate income","2021 constant dollars","millions",3387.39682539683
"17172",2020,"Quebec","Investment income","Average income (excluding zeros)","2021 constant dollars","units",5837.30158730159
"17173",2020,"Quebec","Investment income","Median income (excluding zeros)","2021 constant dollars","units",229.166666666667
"17174",2020,"Quebec","Investment income","Number of persons","Number","thousands",1435.125
"17175",2020,"Quebec","Investment income","Number with income","Number","thousands",519.625
"17176",2020,"Quebec","Market income","Aggregate income","2021 constant dollars","millions",59583.5
"17177",2020,"Quebec","Market income","Average income (excluding zeros)","2021 constant dollars","units",45254.1666666667
"17178",2020,"Quebec","Market income","Median income (excluding zeros)","2021 constant dollars","units",36966.6666666667
"17179",2020,"Quebec","Market income","Number of persons","Number","thousands",1435.125
"17180",2020,"Quebec","Market income","Number with income","Number","thousands",1279.5
"17181",2020,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",7675.33333333333
"17182",2020,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",8733.33333333333
"17183",2020,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",7088.88888888889
"17184",2020,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",1435.125
"17185",2020,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",793.388888888889
"17186",2020,"Quebec","Other government transfers","Aggregate income","2021 constant dollars","millions",1431.04166666667
"17187",2020,"Quebec","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",2308.33333333333
"17188",2020,"Quebec","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",1550
"17189",2020,"Quebec","Other government transfers","Number of persons","Number","thousands",1435.125
"17190",2020,"Quebec","Other government transfers","Number with income","Number","thousands",646.541666666667
"17191",2020,"Quebec","Other income","Aggregate income","2021 constant dollars","millions",1151.37103174603
"17192",2020,"Quebec","Other income","Average income (excluding zeros)","2021 constant dollars","units",5608.73015873016
"17193",2020,"Quebec","Other income","Median income (excluding zeros)","2021 constant dollars","units",2402.38095238095
"17194",2020,"Quebec","Other income","Number of persons","Number","thousands",1435.125
"17195",2020,"Quebec","Other income","Number with income","Number","thousands",182.875
"17196",2020,"Quebec","Retirement income","Aggregate income","2021 constant dollars","millions",11430.7222222222
"17197",2020,"Quebec","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",26708.3333333333
"17198",2020,"Quebec","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",23305.5555555556
"17199",2020,"Quebec","Retirement income","Number of persons","Number","thousands",1435.125
"17200",2020,"Quebec","Retirement income","Number with income","Number","thousands",491.75
"17201",2020,"Quebec","Self-employment income","Aggregate income","2021 constant dollars","millions",3069.09523809524
"17202",2020,"Quebec","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",17755.9523809524
"17203",2020,"Quebec","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",4697.61904761905
"17204",2020,"Quebec","Self-employment income","Number of persons","Number","thousands",1435.125
"17205",2020,"Quebec","Self-employment income","Number with income","Number","thousands",142.916666666667
"17206",2020,"Quebec","Social assistance","Aggregate income","2021 constant dollars","millions",786.055555555556
"17207",2020,"Quebec","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",11133.9285714286
"17208",2020,"Quebec","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",12598.2142857143
"17209",2020,"Quebec","Social assistance","Number of persons","Number","thousands",1435.125
"17210",2020,"Quebec","Social assistance","Number with income","Number","thousands",66.7361111111111
"17211",2020,"Quebec","Total income","Aggregate income","2021 constant dollars","millions",74039.0833333333
"17212",2020,"Quebec","Total income","Average income (excluding zeros)","2021 constant dollars","units",51000
"17213",2020,"Quebec","Total income","Median income (excluding zeros)","2021 constant dollars","units",42966.6666666667
"17214",2020,"Quebec","Total income","Number of persons","Number","thousands",1435.125
"17215",2020,"Quebec","Total income","Number with income","Number","thousands",1423.25
"17216",2020,"Quebec","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",48027
"17217",2020,"Quebec","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",44295.8333333333
"17218",2020,"Quebec","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",36629.1666666667
"17219",2020,"Quebec","Wages, salaries and commissions","Number of persons","Number","thousands",1435.125
"17220",2020,"Quebec","Wages, salaries and commissions","Number with income","Number","thousands",982.291666666667
"17221",2020,"Saskatchewan","COVID-19 benefits","Aggregate income","2021 constant dollars","millions",479.125
"17222",2020,"Saskatchewan","COVID-19 benefits","Average income (excluding zeros)","2021 constant dollars","units",7591.66666666667
"17223",2020,"Saskatchewan","COVID-19 benefits","Median income (excluding zeros)","2021 constant dollars","units",6960.71428571429
"17224",2020,"Saskatchewan","COVID-19 benefits","Number of persons","Number","thousands",181.416666666667
"17225",2020,"Saskatchewan","COVID-19 benefits","Number with income","Number","thousands",62.2916666666667
"17226",2020,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",659.177777777778
"17227",2020,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",8391.11111111111
"17228",2020,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",8471.11111111111
"17229",2020,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",181.416666666667
"17230",2020,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",78.2222222222222
"17231",2020,"Saskatchewan","Child benefits","Aggregate income","2021 constant dollars","millions",310.544444444444
"17232",2020,"Saskatchewan","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",6327.77777777778
"17233",2020,"Saskatchewan","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",5526.66666666667
"17234",2020,"Saskatchewan","Child benefits","Number of persons","Number","thousands",181.416666666667
"17235",2020,"Saskatchewan","Child benefits","Number with income","Number","thousands",43.9444444444444
"17236",2020,"Saskatchewan","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",174.972222222222
"17237",2020,"Saskatchewan","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",7070.83333333333
"17238",2020,"Saskatchewan","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",5816.66666666667
"17239",2020,"Saskatchewan","Employment Insurance (EI) benefits","Number of persons","Number","thousands",181.416666666667
"17240",2020,"Saskatchewan","Employment Insurance (EI) benefits","Number with income","Number","thousands",23.5833333333333
"17241",2020,"Saskatchewan","Employment income","Aggregate income","2021 constant dollars","millions",6721.04166666667
"17242",2020,"Saskatchewan","Employment income","Average income (excluding zeros)","2021 constant dollars","units",46075
"17243",2020,"Saskatchewan","Employment income","Median income (excluding zeros)","2021 constant dollars","units",37416.6666666667
"17244",2020,"Saskatchewan","Employment income","Number of persons","Number","thousands",181.416666666667
"17245",2020,"Saskatchewan","Employment income","Number with income","Number","thousands",133.208333333333
"17246",2020,"Saskatchewan","Government transfers","Aggregate income","2021 constant dollars","millions",1738.95833333333
"17247",2020,"Saskatchewan","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",10337.5
"17248",2020,"Saskatchewan","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",7962.5
"17249",2020,"Saskatchewan","Government transfers","Number of persons","Number","thousands",181.416666666667
"17250",2020,"Saskatchewan","Government transfers","Number with income","Number","thousands",161.208333333333
"17251",2020,"Saskatchewan","Investment income","Aggregate income","2021 constant dollars","millions",694.944444444444
"17252",2020,"Saskatchewan","Investment income","Average income (excluding zeros)","2021 constant dollars","units",10684.9206349206
"17253",2020,"Saskatchewan","Investment income","Median income (excluding zeros)","2021 constant dollars","units",1135.55555555556
"17254",2020,"Saskatchewan","Investment income","Number of persons","Number","thousands",181.416666666667
"17255",2020,"Saskatchewan","Investment income","Number with income","Number","thousands",53.9821428571429
"17256",2020,"Saskatchewan","Market income","Aggregate income","2021 constant dollars","millions",8062.79166666667
"17257",2020,"Saskatchewan","Market income","Average income (excluding zeros)","2021 constant dollars","units",48758.3333333333
"17258",2020,"Saskatchewan","Market income","Median income (excluding zeros)","2021 constant dollars","units",39654.1666666667
"17259",2020,"Saskatchewan","Market income","Number of persons","Number","thousands",181.416666666667
"17260",2020,"Saskatchewan","Market income","Number with income","Number","thousands",160.583333333333
"17261",2020,"Saskatchewan","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",1040.33333333333
"17262",2020,"Saskatchewan","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",9083.33333333333
"17263",2020,"Saskatchewan","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",7900
"17264",2020,"Saskatchewan","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",181.416666666667
"17265",2020,"Saskatchewan","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",114.666666666667
"17266",2020,"Saskatchewan","Other government transfers","Aggregate income","2021 constant dollars","millions",201.458333333333
"17267",2020,"Saskatchewan","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1579.16666666667
"17268",2020,"Saskatchewan","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",1129.16666666667
"17269",2020,"Saskatchewan","Other government transfers","Number of persons","Number","thousands",181.416666666667
"17270",2020,"Saskatchewan","Other government transfers","Number with income","Number","thousands",128.458333333333
"17271",2020,"Saskatchewan","Other income","Aggregate income","2021 constant dollars","millions",208.291666666667
"17272",2020,"Saskatchewan","Other income","Average income (excluding zeros)","2021 constant dollars","units",6055.95238095238
"17273",2020,"Saskatchewan","Other income","Median income (excluding zeros)","2021 constant dollars","units",1747.14285714286
"17274",2020,"Saskatchewan","Other income","Number of persons","Number","thousands",181.416666666667
"17275",2020,"Saskatchewan","Other income","Number with income","Number","thousands",31.625
"17276",2020,"Saskatchewan","Retirement income","Aggregate income","2021 constant dollars","millions",1558.44444444444
"17277",2020,"Saskatchewan","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",26711.1111111111
